id,c_name,c_date,c_price,c_open,c_high,c_low
35,台灣鋼鐵指數,2021-08-26,182.72,178.92,189.18,178.8
36,台灣鋼鐵指數,2021-08-25,178.42,178.54,179.17,176.53
37,台灣鋼鐵指數,2021-08-24,178.06,177.16,178.96,174.11
38,台灣鋼鐵指數,2021-08-23,176.48,174.77,179.22,174.77
39,台灣鋼鐵指數,2021-08-20,172.9,174.28,175.92,170.57
40,台灣鋼鐵指數,2021-08-19,173.78,180.52,180.52,173.78
41,台灣鋼鐵指數,2021-08-18,182.26,175.48,182.87,172.91
42,台灣鋼鐵指數,2021-08-17,177.21,186.87,187.91,176.25
43,台灣鋼鐵指數,2021-08-16,186.09,189.82,191.78,183.9
44,台灣鋼鐵指數,2021-08-13,188.67,190.46,191.26,187.97
45,台灣鋼鐵指數,2021-08-12,191.68,186.84,191.68,185.99
46,台灣鋼鐵指數,2021-08-11,185.48,187.46,191.68,183.46
47,台灣鋼鐵指數,2021-08-10,185.82,188.15,189.36,185.59
48,台灣鋼鐵指數,2021-08-09,189.02,183.86,190.86,183.86
49,台灣鋼鐵指數,2021-08-06,183.56,183.66,186.08,181.36
50,台灣鋼鐵指數,2021-08-05,184.08,188.47,188.47,183.6
51,台灣鋼鐵指數,2021-08-04,189.05,190.72,191.83,188.13
52,台灣鋼鐵指數,2021-08-03,190.71,191.4,191.95,188.81
53,台灣鋼鐵指數,2021-08-02,192.52,189.45,192.52,188.57
54,台灣鋼鐵指數,2021-07-30,187.65,189.98,193.05,187.65
55,台灣鋼鐵指數,2021-07-29,189.22,184.09,189.36,182.84
56,台灣鋼鐵指數,2021-07-28,182.9,183.29,187.7,180.27
57,台灣鋼鐵指數,2021-07-27,183.08,187.55,188.41,182.76
58,台灣鋼鐵指數,2021-07-26,187.12,190.95,191.54,186.89
59,台灣鋼鐵指數,2021-07-23,190.07,186.24,191.25,185.28
60,台灣鋼鐵指數,2021-07-22,184.49,189.94,190.7,183.99
61,台灣鋼鐵指數,2021-07-21,187.44,195.33,198.24,186.94
62,台灣鋼鐵指數,2021-07-20,193.13,196.3,199.1,190.45
63,台灣鋼鐵指數,2021-07-19,196.87,191.58,199.07,191.58
64,台灣鋼鐵指數,2021-07-16,192.48,193.29,194.68,191.86
65,台灣鋼鐵指數,2021-07-15,195.17,187.87,195.17,187.87
66,台灣鋼鐵指數,2021-07-14,186.62,190.56,192.34,183.34
67,台灣鋼鐵指數,2021-07-13,191.39,203.34,204.34,191.14
68,台灣鋼鐵指數,2021-07-12,201.9,205.12,208.83,200.41
69,台灣鋼鐵指數,2021-07-09,199.47,200.42,203.16,198.71
70,台灣鋼鐵指數,2021-07-08,203.36,199.47,204.84,195.85
71,台灣鋼鐵指數,2021-07-07,197.76,204.73,206.62,196.91
72,台灣鋼鐵指數,2021-07-06,205.9,211.19,212.26,205.31
73,台灣鋼鐵指數,2021-07-05,208.94,207.81,214.4,207.14
74,台灣鋼鐵指數,2021-07-02,203.76,205.3,210.28,201.44
75,台灣鋼鐵指數,2021-07-01,203.2,210.33,214.52,199.96
76,台灣鋼鐵指數,2021-06-30,205.41,201.2,211.07,201.2
77,台灣鋼鐵指數,2021-06-29,196.55,192.47,201.05,192.2
78,台灣鋼鐵指數,2021-06-28,190.55,181.19,191.67,181.19
79,台灣鋼鐵指數,2021-06-25,179.35,182.72,183.91,178.9
80,台灣鋼鐵指數,2021-06-24,178.44,177.07,182.01,177.07
81,台灣鋼鐵指數,2021-06-23,175.09,182.32,185.56,174.72
82,台灣鋼鐵指數,2021-06-22,179.79,170.79,182.14,170.79
83,台灣鋼鐵指數,2021-06-21,168.66,171.91,172.84,167.48
84,台灣鋼鐵指數,2021-06-18,172.46,174.74,175.85,172.46
85,台灣鋼鐵指數,2021-06-17,174.04,172.32,178.59,171.78
86,台灣鋼鐵指數,2021-06-16,173.72,175.42,179.02,173.72
87,台灣鋼鐵指數,2021-06-15,175.92,173.9,177.11,171.68
88,台灣鋼鐵指數,2021-06-11,173.94,174.61,177.91,172.29
89,台灣鋼鐵指數,2021-06-10,173.95,173.69,175.28,168.18
90,台灣鋼鐵指數,2021-06-09,173.37,177.49,178.68,170.47
91,台灣鋼鐵指數,2021-06-08,178.02,176.93,180.77,176.93
92,台灣鋼鐵指數,2021-06-07,177.17,183.26,184.25,171.32
93,台灣鋼鐵指數,2021-06-04,182.21,183.65,188.89,182.12
94,台灣鋼鐵指數,2021-06-03,185.45,188.49,189.79,184.49
95,台灣鋼鐵指數,2021-06-02,187.3,181.89,189.12,179.35
96,台灣鋼鐵指數,2021-06-01,179.69,179.17,181.5,173.88
97,台灣鋼鐵指數,2021-05-31,177.23,177.7,186.72,175.13
98,台灣鋼鐵指數,2021-05-28,173.73,168.76,176.34,168.76
99,台灣鋼鐵指數,2021-05-27,163.32,164.17,168.18,163.32
100,台灣鋼鐵指數,2021-05-26,163.75,162.39,164.25,158.67
101,台灣鋼鐵指數,2021-05-25,161.76,166.7,168.39,159.92
102,台灣鋼鐵指數,2021-05-24,165.31,164.99,170.41,163.13
103,台灣鋼鐵指數,2021-05-21,168.01,166.01,171.11,160.11
104,台灣鋼鐵指數,2021-05-20,162.87,169.24,174.3,160.85
105,台灣鋼鐵指數,2021-05-19,173.47,163.68,175.05,163.68
106,台灣鋼鐵指數,2021-05-18,160.73,153.85,160.76,153.85
107,台灣鋼鐵指數,2021-05-17,146.38,152.34,156.21,145.45
108,台灣鋼鐵指數,2021-05-14,160.81,172.57,174.26,156.8
109,台灣鋼鐵指數,2021-05-13,169.48,173.0,179.1,164.23
110,台灣鋼鐵指數,2021-05-12,180.34,198.91,203.3,177.96
111,台灣鋼鐵指數,2021-05-11,197.32,203.1,216.71,190.53
112,台灣鋼鐵指數,2021-05-10,207.65,193.52,207.75,190.9
113,台灣鋼鐵指數,2021-05-07,192.06,193.17,194.98,183.67
114,台灣鋼鐵指數,2021-05-06,189.92,184.91,193.96,182.3
115,台灣鋼鐵指數,2021-05-05,181.54,173.94,185.13,171.13
116,台灣鋼鐵指數,2021-05-04,170.33,184.27,186.79,165.14
117,台灣鋼鐵指數,2021-05-03,182.46,187.9,193.63,182.46
118,台灣鋼鐵指數,2021-04-29,185.25,182.86,188.17,180.37
119,台灣鋼鐵指數,2021-04-28,178.97,181.57,182.81,177.86
120,台灣鋼鐵指數,2021-04-27,182.51,184.45,187.02,181.01
121,台灣鋼鐵指數,2021-04-26,184.96,177.8,185.11,177.57
122,台灣鋼鐵指數,2021-04-23,175.8,181.41,183.25,171.13
123,台灣鋼鐵指數,2021-04-22,179.72,182.32,193.39,175.72
124,台灣鋼鐵指數,2021-04-21,178.36,176.15,180.67,174.2
125,台灣鋼鐵指數,2021-04-20,178.73,178.81,179.26,170.05
126,台灣鋼鐵指數,2021-04-19,178.14,168.43,178.32,168.43
127,台灣鋼鐵指數,2021-04-16,163.27,156.12,165.4,156.12
128,台灣鋼鐵指數,2021-04-15,153.75,152.42,155.82,151.54
129,台灣鋼鐵指數,2021-04-14,151.88,146.79,154.43,145.87
130,台灣鋼鐵指數,2021-04-13,143.7,145.58,147.45,142.73
131,台灣鋼鐵指數,2021-04-12,143.82,138.98,144.44,138.98
132,台灣鋼鐵指數,2021-04-09,136.14,137.75,139.51,133.99
133,台灣鋼鐵指數,2021-04-08,137.21,132.46,137.73,132.46
134,台灣鋼鐵指數,2021-04-07,130.55,126.62,130.87,126.62
135,台灣鋼鐵指數,2021-04-06,126.55,123.96,126.55,123.96
136,台灣鋼鐵指數,2021-04-01,123.69,123.55,124.17,123.36
137,台灣鋼鐵指數,2021-03-31,123.4,122.86,123.4,122.49
138,台灣鋼鐵指數,2021-03-30,122.84,121.61,122.84,121.1
139,台灣鋼鐵指數,2021-03-29,121.57,119.72,121.95,119.72
140,台灣鋼鐵指數,2021-03-26,119.66,118.63,119.74,118.63
141,台灣鋼鐵指數,2021-03-25,118.65,118.33,119.84,118.15
142,台灣鋼鐵指數,2021-03-24,118.36,119.31,119.4,118.06
143,台灣鋼鐵指數,2021-03-23,119.31,119.47,119.99,118.95
144,台灣鋼鐵指數,2021-03-22,119.46,119.01,119.58,118.21
145,台灣鋼鐵指數,2021-03-19,118.99,120.15,120.15,118.51
146,台灣鋼鐵指數,2021-03-18,120.19,120.52,121.18,120.15
147,台灣鋼鐵指數,2021-03-17,120.48,120.3,120.92,119.89
148,台灣鋼鐵指數,2021-03-16,120.23,121.46,121.48,119.89
149,台灣鋼鐵指數,2021-03-15,121.43,122.19,122.31,121.08
150,台灣鋼鐵指數,2021-03-12,122.13,122.02,122.61,121.39
151,台灣鋼鐵指數,2021-03-11,121.96,121.96,122.42,121.44
152,台灣鋼鐵指數,2021-03-10,121.57,121.99,121.99,120.66
153,台灣鋼鐵指數,2021-03-09,121.46,119.08,122.98,119.08
154,台灣鋼鐵指數,2021-03-08,118.93,118.57,120.39,118.57
155,台灣鋼鐵指數,2021-03-05,118.47,119.54,119.71,118.03
156,台灣鋼鐵指數,2021-03-04,119.95,119.25,121.89,119.25
157,台灣鋼鐵指數,2021-03-03,119.27,116.93,119.27,116.93
158,台灣鋼鐵指數,2021-03-02,116.89,117.86,119.8,116.67
159,台灣鋼鐵指數,2021-02-26,117.84,119.31,119.46,117.52
160,台灣鋼鐵指數,2021-02-25,119.31,117.96,119.58,117.96
161,台灣鋼鐵指數,2021-02-24,117.77,119.52,120.97,117.26
162,台灣鋼鐵指數,2021-02-23,119.47,115.16,119.93,115.16
163,台灣鋼鐵指數,2021-02-22,115.17,114.2,115.88,114.2
164,台灣鋼鐵指數,2021-02-19,114.11,113.4,114.16,112.69
165,台灣鋼鐵指數,2021-02-18,113.44,110.73,113.72,110.73
166,台灣鋼鐵指數,2021-02-17,110.71,107.28,110.71,107.28
167,台灣鋼鐵指數,2021-02-05,107.22,106.82,107.7,106.82
168,台灣鋼鐵指數,2021-02-04,106.81,107.73,107.83,106.71
169,台灣鋼鐵指數,2021-02-03,107.79,108.78,108.92,107.34
170,台灣鋼鐵指數,2021-02-02,108.78,106.55,109.04,106.37
171,台灣鋼鐵指數,2021-02-01,106.55,105.07,107.13,104.96
172,台灣鋼鐵指數,2021-01-29,105.1,106.91,107.58,105.1
173,台灣鋼鐵指數,2021-01-28,106.85,108.04,108.04,106.26
174,台灣鋼鐵指數,2021-01-27,108.19,109.2,110.2,108.12
175,台灣鋼鐵指數,2021-01-26,109.17,110.67,110.67,108.55
176,台灣鋼鐵指數,2021-01-25,110.7,108.89,111.57,107.88
177,台灣鋼鐵指數,2021-01-22,108.89,107.72,109.27,106.35
178,台灣鋼鐵指數,2021-01-21,107.72,107.24,109.17,107.24
179,台灣鋼鐵指數,2021-01-20,107.21,111.41,111.41,106.86
180,台灣鋼鐵指數,2021-01-19,111.46,111.37,112.76,111.21
181,台灣鋼鐵指數,2021-01-18,111.35,113.68,113.68,109.58
182,台灣鋼鐵指數,2021-01-15,113.67,116.35,116.7,113.54
183,台灣鋼鐵指數,2021-01-14,116.36,117.05,118.15,116.13
184,台灣鋼鐵指數,2021-01-13,116.94,116.48,117.39,115.89
185,台灣鋼鐵指數,2021-01-12,116.42,120.14,120.14,116.12
186,台灣鋼鐵指數,2021-01-11,120.1,120.66,120.85,119.26
187,台灣鋼鐵指數,2021-01-08,120.66,120.32,121.76,118.83
188,台灣鋼鐵指數,2021-01-07,120.17,119.94,120.81,118.48
189,台灣鋼鐵指數,2021-01-06,119.15,123.61,124.87,117.87
190,台灣鋼鐵指數,2021-01-05,122.26,119.14,124.36,119.14
191,台灣鋼鐵指數,2021-01-04,119.05,117.99,119.7,117.99
192,台灣鋼鐵指數,2020-12-31,117.72,118.47,118.58,116.87
193,台灣鋼鐵指數,2020-12-30,118.51,117.68,120.12,117.68
194,台灣鋼鐵指數,2020-12-29,117.49,115.89,118.24,115.89
195,台灣鋼鐵指數,2020-12-28,115.67,116.15,116.73,115.33
196,台灣鋼鐵指數,2020-12-25,116.02,116.29,116.98,115.25
197,台灣鋼鐵指數,2020-12-24,116.16,116.58,117.45,115.6
198,台灣鋼鐵指數,2020-12-23,116.58,116.13,116.68,114.26
199,台灣鋼鐵指數,2020-12-22,116.02,119.1,123.1,115.1
200,台灣鋼鐵指數,2020-12-21,118.99,114.59,119.21,114.59
201,台灣鋼鐵指數,2020-12-18,114.43,113.96,114.6,113.23
202,台灣鋼鐵指數,2020-12-17,113.92,114.32,114.7,112.6
203,台灣鋼鐵指數,2020-12-16,114.01,113.92,115.15,113.52
204,台灣鋼鐵指數,2020-12-15,112.96,114.08,116.25,112.37
205,台灣鋼鐵指數,2020-12-14,113.77,111.72,114.58,111.11
206,台灣鋼鐵指數,2020-12-11,111.47,111.97,112.81,109.86
207,台灣鋼鐵指數,2020-12-10,110.62,108.76,112.34,108.76
208,台灣鋼鐵指數,2020-12-09,108.65,108.26,109.23,108.26
209,台灣鋼鐵指數,2020-12-08,108.28,108.56,108.65,107.9
210,台灣鋼鐵指數,2020-12-07,108.43,108.48,109.6,107.76
211,台灣鋼鐵指數,2020-12-04,108.25,107.52,108.7,107.51
212,台灣鋼鐵指數,2020-12-03,107.29,107.11,108.03,106.51
213,台灣鋼鐵指數,2020-12-02,107.07,107.37,107.69,106.36
214,台灣鋼鐵指數,2020-12-01,107.19,106.91,107.68,106.27
215,台灣鋼鐵指數,2020-11-30,106.7,106.89,108.93,106.7
216,台灣鋼鐵指數,2020-11-27,106.54,105.55,106.87,105.51
217,台灣鋼鐵指數,2020-11-26,105.49,104.74,105.58,104.74
218,台灣鋼鐵指數,2020-11-25,104.49,102.53,105.26,102.53
219,台灣鋼鐵指數,2020-11-24,102.45,103.16,103.41,102.03
220,台灣鋼鐵指數,2020-11-23,102.93,100.12,102.93,100.12
221,台灣鋼鐵指數,2020-11-20,100.11,100.31,100.35,99.75
222,台灣鋼鐵指數,2020-11-19,100.32,100.43,100.68,99.99
223,台灣鋼鐵指數,2020-11-18,100.39,100.13,100.53,100.1
224,台灣鋼鐵指數,2020-11-17,100.14,98.84,100.26,98.84
225,台灣鋼鐵指數,2020-11-16,98.76,98.82,99.26,98.54
226,台灣鋼鐵指數,2020-11-13,98.75,98.59,98.75,98.24
227,台灣鋼鐵指數,2020-11-12,98.59,99.48,99.48,97.92
228,台灣鋼鐵指數,2020-11-11,99.43,96.63,99.43,96.63
229,台灣鋼鐵指數,2020-11-10,96.57,96.59,97.06,96.3
230,台灣鋼鐵指數,2020-11-09,96.44,96.01,96.67,96.01
231,台灣鋼鐵指數,2020-11-06,95.77,95.75,95.99,95.34
232,台灣鋼鐵指數,2020-11-05,95.66,95.8,96.18,95.32
233,台灣鋼鐵指數,2020-11-04,95.76,95.44,95.98,95.23
234,台灣鋼鐵指數,2020-11-03,95.29,94.49,95.49,94.49
235,台灣鋼鐵指數,2020-11-02,94.41,93.75,94.52,93.45
236,台灣鋼鐵指數,2020-10-30,93.77,94.56,94.78,93.51
237,台灣鋼鐵指數,2020-10-29,94.56,95.08,95.08,94.1
238,台灣鋼鐵指數,2020-10-28,95.26,95.28,96.18,94.99
239,台灣鋼鐵指數,2020-10-27,95.27,94.64,95.29,94.32
240,台灣鋼鐵指數,2020-10-26,94.76,94.25,94.83,94.25
241,台灣鋼鐵指數,2020-10-23,94.23,93.95,94.45,93.85
242,台灣鋼鐵指數,2020-10-22,93.95,94.39,94.66,93.76
243,台灣鋼鐵指數,2020-10-21,94.4,94.28,94.87,93.76
244,台灣鋼鐵指數,2020-10-20,94.28,94.55,94.6,93.94
245,台灣鋼鐵指數,2020-10-19,94.55,94.14,94.88,94.14
246,台灣鋼鐵指數,2020-10-16,94.14,94.55,95.0,94.14
247,台灣鋼鐵指數,2020-10-15,94.51,95.55,95.58,94.22
248,台灣鋼鐵指數,2020-10-14,95.56,94.64,95.56,94.64
249,台灣鋼鐵指數,2020-10-13,94.66,94.76,94.76,93.78
250,台灣鋼鐵指數,2020-10-12,94.6,94.36,94.86,94.14
251,台灣鋼鐵指數,2020-10-08,94.41,94.42,94.64,94.01
252,台灣鋼鐵指數,2020-10-07,94.35,94.65,94.75,94.2
253,台灣鋼鐵指數,2020-10-06,94.7,93.36,94.7,93.36
254,台灣鋼鐵指數,2020-10-05,93.34,92.69,93.45,92.69
255,台灣鋼鐵指數,2020-09-30,92.69,92.81,93.23,92.5
256,台灣鋼鐵指數,2020-09-29,92.82,92.47,93.31,92.47
257,台灣鋼鐵指數,2020-09-28,92.4,91.24,92.54,91.24
258,台灣鋼鐵指數,2020-09-25,91.13,91.38,92.53,90.54
259,台灣鋼鐵指數,2020-09-24,91.38,94.08,94.08,91.37
260,台灣鋼鐵指數,2020-09-23,94.08,94.56,94.94,93.35
261,台灣鋼鐵指數,2020-09-22,94.47,95.31,95.56,94.25
262,台灣鋼鐵指數,2020-09-21,95.32,95.52,96.18,95.23
263,台灣鋼鐵指數,2020-09-18,95.52,95.76,96.26,95.52
264,台灣鋼鐵指數,2020-09-17,95.76,96.03,96.54,95.53
265,台灣鋼鐵指數,2020-09-16,96.09,95.73,96.09,95.16
266,台灣鋼鐵指數,2020-09-15,95.7,95.77,95.91,95.32
267,台灣鋼鐵指數,2020-09-14,95.73,95.92,96.3,95.4
268,台灣鋼鐵指數,2020-09-11,95.85,96.55,97.1,95.36
269,台灣鋼鐵指數,2020-09-10,96.19,96.78,96.78,95.49
270,台灣鋼鐵指數,2020-09-09,96.82,95.0,96.83,94.37
271,台灣鋼鐵指數,2020-09-08,95.67,96.59,97.03,95.38
272,台灣鋼鐵指數,2020-09-07,96.39,92.31,96.95,92.31
273,台灣鋼鐵指數,2020-09-04,92.19,92.47,92.57,91.52
274,台灣鋼鐵指數,2020-09-03,92.61,92.12,92.67,91.91
275,台灣鋼鐵指數,2020-09-02,92.08,91.14,92.08,91.14
276,台灣鋼鐵指數,2020-09-01,91.1,90.75,91.39,90.75
277,台灣鋼鐵指數,2020-08-31,90.77,90.05,91.28,90.05
278,台灣鋼鐵指數,2020-08-28,90.02,90.14,90.37,89.69
279,台灣鋼鐵指數,2020-08-27,90.11,90.28,90.55,89.82
280,台灣鋼鐵指數,2020-08-26,90.19,89.7,90.19,89.32
281,台灣鋼鐵指數,2020-08-25,89.65,89.52,90.01,89.52
282,台灣鋼鐵指數,2020-08-24,89.52,89.61,89.74,89.18
283,台灣鋼鐵指數,2020-08-21,89.61,88.11,89.89,88.11
284,台灣鋼鐵指數,2020-08-20,88.03,89.99,89.99,87.66
285,台灣鋼鐵指數,2020-08-19,90.03,90.88,91.0,89.8
286,台灣鋼鐵指數,2020-08-18,90.82,90.36,90.87,90.27
287,台灣鋼鐵指數,2020-08-17,90.35,89.4,90.35,89.4
288,台灣鋼鐵指數,2020-08-14,89.4,89.28,89.68,88.84
289,台灣鋼鐵指數,2020-08-13,89.22,89.34,89.42,88.71
290,台灣鋼鐵指數,2020-08-12,89.34,89.42,89.53,88.75
291,台灣鋼鐵指數,2020-08-11,89.38,89.08,89.98,89.08
292,台灣鋼鐵指數,2020-08-10,89.04,88.21,89.04,88.21
293,台灣鋼鐵指數,2020-08-07,88.21,88.53,88.54,87.69
294,台灣鋼鐵指數,2020-08-06,88.55,88.32,88.8,88.05
295,台灣鋼鐵指數,2020-08-05,88.32,87.76,88.47,87.76
296,台灣鋼鐵指數,2020-08-04,87.74,86.87,87.88,86.87
297,台灣鋼鐵指數,2020-08-03,86.88,87.39,87.52,86.78
298,台灣鋼鐵指數,2020-07-31,87.42,87.75,88.0,87.33
299,台灣鋼鐵指數,2020-07-30,87.73,87.46,88.05,87.23
300,台灣鋼鐵指數,2020-07-29,87.44,86.92,87.85,86.92
301,台灣鋼鐵指數,2020-07-28,86.93,87.68,87.68,86.62
302,台灣鋼鐵指數,2020-07-27,87.69,88.56,88.6,87.65
303,台灣鋼鐵指數,2020-07-24,88.57,89.13,89.54,88.57
304,台灣鋼鐵指數,2020-07-23,90.43,90.44,90.53,90.08
305,台灣鋼鐵指數,2020-07-22,90.47,90.14,90.63,90.13
306,台灣鋼鐵指數,2020-07-21,90.14,90.41,90.59,90.01
307,台灣鋼鐵指數,2020-07-20,90.44,90.61,90.61,90.08
308,台灣鋼鐵指數,2020-07-17,90.61,90.95,91.37,90.33
309,台灣鋼鐵指數,2020-07-16,90.94,90.75,91.17,90.66
310,台灣鋼鐵指數,2020-07-15,90.7,89.43,90.84,89.43
311,台灣鋼鐵指數,2020-07-14,89.77,90.25,90.31,89.77
312,台灣鋼鐵指數,2020-07-13,90.24,90.28,90.54,89.98
313,台灣鋼鐵指數,2020-07-10,90.24,91.05,91.18,90.12
314,台灣鋼鐵指數,2020-07-09,91.06,90.8,92.1,90.68
315,台灣鋼鐵指數,2020-07-08,90.82,90.51,90.89,90.3
316,台灣鋼鐵指數,2020-07-07,90.53,91.43,91.68,90.45
317,台灣鋼鐵指數,2020-07-06,91.42,90.64,91.43,90.64
318,台灣鋼鐵指數,2020-07-03,90.62,90.08,90.68,90.04
319,台灣鋼鐵指數,2020-07-02,90.14,90.09,90.52,90.03
320,台灣鋼鐵指數,2020-07-01,90.19,90.36,90.58,89.98
321,台灣鋼鐵指數,2020-06-30,90.34,89.64,90.59,89.64
322,台灣鋼鐵指數,2020-06-29,89.64,90.57,90.57,89.27
323,台灣鋼鐵指數,2020-06-24,90.86,90.46,91.01,90.44
324,台灣鋼鐵指數,2020-06-23,90.46,90.05,90.46,89.52
325,台灣鋼鐵指數,2020-06-22,90.04,89.98,90.36,89.8
326,台灣鋼鐵指數,2020-06-19,89.94,90.89,91.03,89.94
327,台灣鋼鐵指數,2020-06-18,90.37,91.54,91.54,90.16
328,台灣鋼鐵指數,2020-06-17,91.57,91.08,91.57,90.56
329,台灣鋼鐵指數,2020-06-16,91.07,89.48,91.43,89.48
330,台灣鋼鐵指數,2020-06-15,89.45,90.61,90.61,89.45
331,台灣鋼鐵指數,2020-06-12,90.58,91.41,91.41,89.28
332,台灣鋼鐵指數,2020-06-11,91.72,92.98,93.07,91.49
333,台灣鋼鐵指數,2020-06-10,93.11,93.38,93.38,92.86
334,台灣鋼鐵指數,2020-06-09,93.38,93.08,93.62,92.93
335,台灣鋼鐵指數,2020-06-08,92.95,92.08,93.05,92.08
336,台灣鋼鐵指數,2020-06-05,92.08,91.57,92.09,91.49
337,台灣鋼鐵指數,2020-06-04,91.57,91.92,92.17,90.88
338,台灣鋼鐵指數,2020-06-03,91.39,90.21,91.59,90.21
339,台灣鋼鐵指數,2020-06-02,89.68,88.9,89.7,88.82
340,台灣鋼鐵指數,2020-06-01,88.9,87.86,88.9,87.86
341,台灣鋼鐵指數,2020-05-29,87.82,88.71,88.83,87.82
342,台灣鋼鐵指數,2020-05-28,88.77,88.07,89.12,88.06
343,台灣鋼鐵指數,2020-05-27,88.06,87.92,88.15,87.68
344,台灣鋼鐵指數,2020-05-26,87.92,87.1,88.03,87.1
345,台灣鋼鐵指數,2020-05-25,87.09,87.1,87.21,86.34
346,台灣鋼鐵指數,2020-05-22,86.82,87.85,87.85,86.82
347,台灣鋼鐵指數,2020-05-21,87.86,87.47,87.97,87.38
348,台灣鋼鐵指數,2020-05-20,87.61,87.35,87.67,87.18
349,台灣鋼鐵指數,2020-05-19,87.22,86.66,87.61,86.66
350,台灣鋼鐵指數,2020-05-18,86.65,86.16,86.97,86.16
351,台灣鋼鐵指數,2020-05-15,86.17,86.62,86.89,86.05
352,台灣鋼鐵指數,2020-05-14,86.24,87.34,87.34,86.24
353,台灣鋼鐵指數,2020-05-13,87.6,86.97,87.6,86.67
354,台灣鋼鐵指數,2020-05-12,86.99,87.73,87.74,86.9
355,台灣鋼鐵指數,2020-05-11,87.99,87.22,88.25,87.22
356,台灣鋼鐵指數,2020-05-08,87.22,87.03,87.84,87.03
357,台灣鋼鐵指數,2020-05-07,87.02,86.9,87.43,86.73
358,台灣鋼鐵指數,2020-05-06,86.74,87.74,87.82,86.74
359,台灣鋼鐵指數,2020-05-05,87.69,86.72,88.2,86.64
360,台灣鋼鐵指數,2020-05-04,86.45,86.68,86.78,85.85
361,台灣鋼鐵指數,2020-04-30,88.11,87.37,88.43,87.37
362,台灣鋼鐵指數,2020-04-29,87.1,85.97,87.18,85.97
363,台灣鋼鐵指數,2020-04-28,85.97,85.83,86.16,85.58
364,台灣鋼鐵指數,2020-04-27,85.57,84.01,85.85,84.01
365,台灣鋼鐵指數,2020-04-24,84.01,84.1,84.34,83.64
366,台灣鋼鐵指數,2020-04-23,84.1,84.2,84.8,83.59
367,台灣鋼鐵指數,2020-04-22,84.18,83.67,84.18,82.79
368,台灣鋼鐵指數,2020-04-21,83.81,85.84,85.84,83.73
369,台灣鋼鐵指數,2020-04-20,85.97,86.01,86.56,85.81
370,台灣鋼鐵指數,2020-04-17,86.02,86.03,87.26,86.02
371,台灣鋼鐵指數,2020-04-16,86.02,86.87,86.97,85.62
372,台灣鋼鐵指數,2020-04-15,87.01,85.86,87.14,85.86
373,台灣鋼鐵指數,2020-04-14,85.86,85.13,85.86,85.05
374,台灣鋼鐵指數,2020-04-13,85.0,85.63,85.73,84.97
375,台灣鋼鐵指數,2020-04-10,85.75,84.82,85.76,84.82
376,台灣鋼鐵指數,2020-04-09,84.83,84.84,85.48,84.62
